id_transaction,date_transaction,id_fournisseur,montant,devise,type_depense,mode_paiement,id_employe_initiateur,id_employe_validateur,statut_validation,numero_facture
TX-0077806,2024-09-08,FRS-00082,739.609,TND,Location matériel,Chèque,EMP-024,EMP-006,Validé,FAC-74324
TX-0077805,2024-09-08,FRS-00082,405.912,TND,Prestation technique,Virement,EMP-022,EMP-012,Validé,FAC-84415
TX-0077782,2024-09-08,FRS-00046,912.542,TND,Prestation de conseil,Virement,EMP-011,EMP-006,Validé,FAC-93924
TX-0077717,2024-09-08,FRS-00118,8840.953,TND,Prestation de conseil,Virement,EMP-006,EMP-002,Validé,FAC-76063
TX-0000425,2024-09-08,FRS-00114,1549.239,TND,Prestation technique,Chèque,EMP-007,EMP-002,Validé,FAC-58623
TX-0002422,2024-09-08,FRS-00012,343.22,TND,Location matériel,Virement,EMP-005,EMP-024,Validé,FAC-75035
TX-0001881,2024-09-08,FRS-00055,470.191,TND,Emballage,Virement,EMP-004,EMP-009,Validé,FAC-68335
TX-0002274,2024-09-08,FRS-00003,987.468,TND,Prestation de conseil,Virement,EMP-010,EMP-023,Validé,FAC-68459
TX-0000032,2024-09-08,FRS-00105,6524.506,TND,Achat marchandise,Virement,EMP-004,EMP-023,Validé,FAC-93269
TX-0003072,2024-09-08,FRS-00104,6021.563,TND,Prestation de conseil,Virement,EMP-018,EMP-007,Validé,FAC-69839
TX-0000413,2024-09-08,FRS-00058,222.617,TND,Prestation de conseil,Virement,EMP-007,EMP-016,Validé,FAC-18812
TX-0000324,2024-09-08,FRS-00013,2713.034,TND,Prestation de conseil,Virement,EMP-025,EMP-002,Validé,FAC-94252
TX-0001899,2024-09-08,FRS-00005,13997.861,TND,Location matériel,Chèque,EMP-016,EMP-021,Validé,FAC-60164
TX-0002382,2024-09-08,FRS-00086,341.335,TND,Transport,Virement,EMP-015,EMP-024,Validé,FAC-96787
TX-0001221,2024-09-08,FRS-00073,3409.374,TND,Location matériel,Virement,EMP-020,EMP-024,Validé,FAC-94108
TX-0001824,2024-09-08,FRS-00078,571.958,TND,Maintenance,Chèque,EMP-012,EMP-006,Validé,FAC-74843
TX-0001905,2024-09-08,FRS-00150,512.369,TND,Emballage,Chèque,EMP-010,EMP-009,Validé,FAC-79534
TX-0000798,2024-09-08,FRS-00063,4944.286,TND,Prestation de conseil,Virement,EMP-017,EMP-018,Validé,FAC-81197
TX-0001512,2024-09-08,FRS-00012,355.675,TND,Maintenance,Virement,EMP-011,EMP-005,Validé,FAC-43119
TX-0001560,2024-09-08,FRS-00132,335.627,TND,Maintenance,Chèque,EMP-011,EMP-018,Validé,FAC-68429
TX-0001073,2024-09-08,FRS-00042,3381.121,TND,Transport,Virement,EMP-005,EMP-005,Validé,FAC-42077
TX-0002037,2024-09-08,FRS-00082,1113.09,TND,Location matériel,Virement,EMP-021,EMP-015,Validé,FAC-78551
TX-0002423,2024-09-08,FRS-00074,205.768,TND,Achat marchandise,Virement,EMP-008,EMP-015,Validé,FAC-28434
TX-0002960,2024-09-08,FRS-00034,10543.174,TND,Prestation technique,Virement,EMP-024,EMP-021,Validé,FAC-14897
TX-0003124,2024-09-08,FRS-00143,6900.474,TND,Location matériel,Virement,EMP-015,EMP-004,Rejeté,FAC-55318
TX-0000646,2024-09-08,FRS-00008,863.909,TND,Prestation de conseil,Virement,EMP-016,EMP-021,Validé,FAC-24089
TX-0001632,2024-09-08,FRS-00120,641.032,TND,Prestation technique,Virement,EMP-018,EMP-016,Validé,FAC-80371
TX-0000182,2024-09-08,FRS-00007,697.344,TND,Prestation technique,Virement,EMP-005,EMP-012,Validé,FAC-68841
TX-0001641,2024-09-08,FRS-00029,502.903,TND,Maintenance,Virement,EMP-024,EMP-018,Validé,FAC-74157
TX-0002494,2024-09-08,FRS-00041,9864.997,TND,Prestation technique,Virement,EMP-001,EMP-012,En attente,FAC-63645
TX-0003254,2024-09-08,FRS-00080,525.553,TND,Emballage,Virement,EMP-006,EMP-016,En attente,FAC-60778
TX-0000864,2024-09-08,FRS-00033,871.57,TND,Prestation de conseil,Virement,EMP-013,EMP-021,Validé,FAC-34420
TX-0001733,2024-09-08,FRS-00015,1363.042,TND,Prestation technique,Virement,EMP-002,EMP-002,Validé,FAC-58085
TX-0000187,2024-09-08,FRS-00114,1397.685,TND,Achat marchandise,Chèque,EMP-025,EMP-023,Validé,FAC-71474
TX-0002808,2024-09-08,FRS-00125,514.535,TND,Maintenance,Chèque,EMP-019,EMP-024,Validé,FAC-48745
TX-0002041,2024-09-08,FRS-00142,1592.5,TND,Maintenance,Virement,EMP-015,EMP-007,Validé,FAC-58741
TX-0001726,2024-09-08,FRS-00048,5881.65,TND,Prestation de conseil,Virement,EMP-021,EMP-024,Validé,FAC-82053
TX-0000081,2024-09-08,FRS-00102,214.674,TND,Transport,Virement,EMP-010,EMP-024,Validé,FAC-21053
TX-0002340,2024-09-08,FRS-00058,236.21,TND,Emballage,Virement,EMP-021,EMP-018,Validé,FAC-51681
TX-0002009,2024-09-08,FRS-00063,5876.834,TND,Location matériel,Virement,EMP-024,EMP-023,Validé,FAC-93138
TX-0001999,2024-09-08,FRS-00004,8786.498,TND,Achat marchandise,Virement,EMP-005,EMP-023,Validé,FAC-20957
TX-0002935,2024-09-08,FRS-00036,3674.794,TND,Emballage,Chèque,EMP-003,EMP-018,Validé,FAC-69759
TX-0002828,2024-09-08,FRS-00053,1680.506,TND,Achat marchandise,Virement,EMP-025,EMP-009,Validé,FAC-96194
TX-0001711,2024-09-08,FRS-00148,833.07,TND,Prestation de conseil,Chèque,EMP-001,EMP-024,Validé,FAC-31922
TX-0000763,2024-09-08,FRS-00095,492.577,TND,Prestation de conseil,Virement,EMP-004,EMP-009,Validé,FAC-72701
TX-0001631,2024-09-08,FRS-00001,227.425,TND,Achat marchandise,Chèque,EMP-025,EMP-009,Validé,FAC-23336
TX-0001977,2024-09-08,FRS-00043,253.552,TND,Location matériel,Virement,EMP-024,EMP-016,Validé,FAC-86986
TX-0001684,2024-09-08,FRS-00073,3907.558,TND,Transport,Virement,EMP-025,EMP-005,Validé,FAC-32706
TX-0000702,2024-09-08,FRS-00112,1227.049,TND,Location matériel,Virement,EMP-024,EMP-021,Validé,FAC-90805
TX-0002334,2024-09-08,FRS-00144,497.677,TND,Maintenance,Virement,EMP-010,EMP-006,Validé,FAC-60911
TX-0002428,2024-09-08,FRS-00055,579.152,TND,Emballage,Virement,EMP-010,EMP-015,Validé,FAC-51879
TX-0002992,2024-09-08,FRS-00019,2709.357,TND,Maintenance,Virement,EMP-016,EMP-016,En attente,FAC-78197
TX-0000892,2024-09-08,FRS-00011,8247.86,TND,Transport,Chèque,EMP-004,EMP-023,Validé,FAC-54185
TX-0000152,2024-09-08,FRS-00068,5636.999,TND,Maintenance,Virement,EMP-025,EMP-007,Validé,FAC-39693
TX-0002291,2024-09-08,FRS-00005,5265.195,TND,Location matériel,Virement,EMP-017,EMP-015,Validé,FAC-27987
TX-0001963,2024-09-08,FRS-00068,5918.769,TND,Prestation de conseil,Virement,EMP-010,EMP-006,Validé,FAC-11581
TX-0003028,2024-09-08,FRS-00087,2096.705,TND,Prestation de conseil,Virement,EMP-008,EMP-016,Validé,FAC-85255
TX-0002552,2024-09-08,FRS-00103,1486.668,TND,Prestation technique,Virement,EMP-002,EMP-002,En attente,FAC-83956
TX-0002495,2024-09-08,FRS-00051,2984.232,TND,Transport,Chèque,EMP-007,EMP-004,Validé,FAC-82628
TX-0000054,2024-09-08,FRS-00045,273.938,TND,Transport,Chèque,EMP-020,EMP-009,Validé,FAC-17456
TX-0001144,2024-09-08,FRS-00047,1232.245,TND,Achat marchandise,Chèque,EMP-006,EMP-021,Validé,FAC-58637
TX-0002201,2024-09-08,FRS-00020,189.655,TND,Prestation technique,Virement,EMP-013,EMP-023,Validé,FAC-25717
TX-0002668,2024-09-08,FRS-00037,184.483,TND,Emballage,Virement,EMP-023,EMP-015,Validé,FAC-68079
TX-0001948,2024-09-08,FRS-00014,7239.269,TND,Achat marchandise,Virement,EMP-001,EMP-006,Validé,FAC-34726
TX-0000964,2024-09-08,FRS-00119,1299.706,TND,Prestation technique,Virement,EMP-008,EMP-018,Validé,FAC-57419
TX-0000062,2024-09-08,FRS-00063,8071.154,TND,Maintenance,Virement,EMP-004,EMP-012,Validé,FAC-76462
TX-0001266,2024-09-08,FRS-00003,987.134,TND,Location matériel,Virement,EMP-020,EMP-015,Validé,FAC-79391
TX-0001941,2024-09-08,FRS-00020,168.078,TND,Transport,Virement,EMP-012,EMP-007,Validé,FAC-13515
TX-0000068,2024-09-08,FRS-00005,4908.908,TND,Location matériel,Virement,EMP-014,EMP-018,Validé,FAC-68947
TX-0000905,2024-09-08,FRS-00112,652.238,TND,Emballage,Chèque,EMP-005,EMP-002,Validé,FAC-62538
TX-0001962,2024-09-08,FRS-00079,11414.847,TND,Maintenance,Virement,EMP-003,EMP-018,Validé,FAC-79243
TX-0001377,2024-09-08,FRS-00029,286.128,TND,Emballage,Virement,EMP-013,EMP-016,Validé,FAC-86791
TX-0003114,2024-09-08,FRS-00047,1323.256,TND,Prestation de conseil,Chèque,EMP-009,EMP-009,Validé,FAC-97797
TX-0002719,2024-09-09,FRS-00051,4623.994,TND,Maintenance,Virement,EMP-013,EMP-009,Validé,FAC-86923
TX-0000003,2024-09-09,FRS-00089,1374.302,TND,Prestation de conseil,Virement,EMP-007,EMP-006,Validé,FAC-92998
TX-0001199,2024-09-09,FRS-00013,2872.021,TND,Achat marchandise,Chèque,EMP-023,EMP-002,Validé,FAC-29126
TX-0003257,2024-09-09,FRS-00107,1473.032,TND,Prestation de conseil,Virement,EMP-009,EMP-023,Validé,FAC-89450
TX-0002298,2024-09-09,FRS-00130,4529.434,TND,Prestation technique,Virement,EMP-014,EMP-021,Validé,FAC-81258
TX-0001976,2024-09-09,FRS-00093,3813.618,TND,Transport,Virement,EMP-004,EMP-009,Validé,FAC-12187
TX-0000714,2024-09-09,FRS-00044,6632.186,TND,Maintenance,Virement,EMP-014,EMP-006,Validé,FAC-58281
TX-0003270,2024-09-09,FRS-00138,3318.976,TND,Prestation technique,Virement,EMP-018,EMP-007,Validé,FAC-28111
TX-0000024,2024-09-09,FRS-00131,829.767,TND,Maintenance,Chèque,EMP-014,EMP-005,Validé,FAC-74764
TX-0000939,2024-09-09,FRS-00138,3334.796,TND,Maintenance,Chèque,EMP-004,EMP-005,Validé,FAC-93717
TX-0002840,2024-09-09,FRS-00140,4297.67,TND,Achat marchandise,Virement,EMP-019,EMP-004,Validé,FAC-95778
TX-0000396,2024-09-09,FRS-00043,337.772,TND,Achat marchandise,Virement,EMP-024,EMP-015,Validé,FAC-93816
TX-0000734,2024-09-09,FRS-00026,1090.303,TND,Location matériel,Virement,EMP-024,EMP-018,Validé,FAC-78712
TX-0000959,2024-09-09,FRS-00049,1595.237,TND,Maintenance,Virement,EMP-002,EMP-024,Validé,FAC-88094
TX-0000391,2024-09-09,FRS-00102,204.968,TND,Emballage,Chèque,EMP-006,EMP-004,Validé,FAC-15551
TX-0002601,2024-09-09,FRS-00068,3947.293,TND,Prestation technique,Virement,EMP-011,EMP-009,Validé,FAC-43801
TX-0001460,2024-09-09,FRS-00122,1672.477,TND,Prestation technique,Virement,EMP-016,EMP-006,Validé,FAC-10887
TX-0000479,2024-09-09,FRS-00137,1915.686,TND,Transport,Virement,EMP-018,EMP-024,Validé,FAC-41029
TX-0001544,2024-09-09,FRS-00004,5544.738,TND,Transport,Chèque,EMP-013,EMP-021,Validé,FAC-98797
TX-0002071,2024-09-09,FRS-00110,199.127,TND,Location matériel,Virement,EMP-013,EMP-016,Validé,FAC-76692
TX-0000544,2024-09-09,FRS-00146,1269.065,TND,Maintenance,Chèque,EMP-009,EMP-018,Validé,FAC-87569
TX-0000411,2024-09-09,FRS-00106,286.397,TND,Emballage,Chèque,EMP-018,EMP-024,Validé,FAC-14561
TX-0002146,2024-09-09,FRS-00086,214.539,TND,Prestation de conseil,Virement,EMP-009,EMP-004,En attente,FAC-74491
TX-0077710,2024-09-09,FRS-00138,2597.471,TND,Emballage,Virement,EMP-010,EMP-007,Validé,FAC-41520
TX-0001716,2024-09-09,FRS-00103,1648.844,TND,Prestation technique,Virement,EMP-020,EMP-009,Validé,FAC-48284
TX-0077765,2024-09-09,FRS-00147,526.959,TND,Location matériel,Virement,EMP-006,EMP-005,Validé,FAC-88282
TX-0077776,2024-09-09,FRS-00046,822.391,TND,Transport,Virement,EMP-002,EMP-024,Validé,FAC-89770
TX-0003291,2024-09-09,FRS-00067,2842.583,TND,Prestation technique,Virement,EMP-022,EMP-006,Validé,FAC-81105
TX-0003151,2024-09-09,FRS-00016,227.02,TND,Prestation de conseil,Virement,EMP-025,EMP-004,Validé,FAC-59628
TX-0003164,2024-09-09,FRS-00079,11138.456,TND,Emballage,Virement,EMP-003,EMP-018,Validé,FAC-75191
TX-0002366,2024-09-09,FRS-00099,6708.555,TND,Maintenance,Chèque,EMP-013,EMP-023,En attente,FAC-90495
TX-0003092,2024-09-09,FRS-00138,3829.114,TND,Emballage,Virement,EMP-023,EMP-002,Validé,FAC-59774
TX-0000178,2024-09-09,FRS-00130,5163.093,TND,Emballage,Virement,EMP-005,EMP-009,Validé,FAC-41133
TX-0001832,2024-09-09,FRS-00067,2523.066,TND,Transport,Chèque,EMP-015,EMP-006,Validé,FAC-84205
TX-0000723,2024-09-09,FRS-00147,427.546,TND,Location matériel,Virement,EMP-007,EMP-007,Validé,FAC-88238
TX-0002839,2024-09-09,FRS-00044,3549.432,TND,Maintenance,Virement,EMP-020,EMP-007,Validé,FAC-53992
TX-0000720,2024-09-09,FRS-00139,906.295,TND,Location matériel,Chèque,EMP-012,EMP-015,Validé,FAC-50327
TX-0002797,2024-09-09,FRS-00108,286.656,TND,Location matériel,Virement,EMP-010,EMP-016,Validé,FAC-41496
TX-0001584,2024-09-09,FRS-00131,821.346,TND,Prestation de conseil,Virement,EMP-008,EMP-004,Validé,FAC-55652
TX-0000921,2024-09-09,FRS-00029,719.669,TND,Prestation de conseil,Virement,EMP-004,EMP-023,Validé,FAC-86344
TX-0002335,2024-09-09,FRS-00150,495.944,TND,Maintenance,Virement,EMP-018,EMP-005,Validé,FAC-56504
TX-0001315,2024-09-09,FRS-00098,12961.554,TND,Maintenance,Virement,EMP-009,EMP-024,Validé,FAC-84167
TX-0003067,2024-09-09,FRS-00037,224.032,TND,Maintenance,Chèque,EMP-019,EMP-018,Validé,FAC-54921
TX-0000007,2024-09-09,FRS-00051,3586.663,TND,Prestation de conseil,Chèque,EMP-006,EMP-006,Validé,FAC-35415
TX-0002631,2024-09-09,FRS-00072,1418.56,TND,Location matériel,Chèque,EMP-001,EMP-023,Validé,FAC-55071
TX-0002399,2024-09-09,FRS-00144,727.95,TND,Achat marchandise,Virement,EMP-008,EMP-005,Validé,FAC-56769
TX-0001593,2024-09-09,FRS-00047,1743.279,TND,Maintenance,Chèque,EMP-008,EMP-009,Validé,FAC-25084
TX-0001303,2024-09-09,FRS-00116,1984.173,TND,Transport,Virement,EMP-016,EMP-024,Validé,FAC-59436
TX-0000243,2024-09-09,FRS-00004,7914.054,TND,Emballage,Virement,EMP-014,EMP-023,Validé,FAC-47601
TX-0000601,2024-09-09,FRS-00012,496.053,TND,Achat marchandise,Virement,EMP-006,EMP-024,Validé,FAC-71141
TX-0002312,2024-09-09,FRS-00086,179.384,TND,Achat marchandise,Virement,EMP-001,EMP-015,Validé,FAC-13416
TX-0001751,2024-09-09,FRS-00068,7394.768,TND,Prestation de conseil,Chèque,EMP-008,EMP-018,En attente,FAC-41056
TX-0001473,2024-09-09,FRS-00104,7066.495,TND,Prestation technique,Virement,EMP-022,EMP-023,Validé,FAC-52030
TX-0003128,2024-09-09,FRS-00103,622.436,TND,Maintenance,Chèque,EMP-008,EMP-016,En attente,FAC-60446
TX-0000494,2024-09-09,FRS-00039,319.179,TND,Transport,Virement,EMP-009,EMP-006,Validé,FAC-72739
TX-0000311,2024-09-09,FRS-00060,1744.513,TND,Location matériel,Virement,EMP-023,EMP-009,Validé,FAC-18855
TX-0002663,2024-09-09,FRS-00108,283.593,TND,Maintenance,Chèque,EMP-019,EMP-005,Validé,FAC-99764
TX-0000803,2024-09-09,FRS-00144,805.348,TND,Prestation technique,Virement,EMP-022,EMP-016,Validé,FAC-48070
TX-0002173,2024-09-09,FRS-00107,1034.442,TND,Transport,Virement,EMP-009,EMP-023,Validé,FAC-44208
TX-0002354,2024-09-09,FRS-00128,1376.616,TND,Achat marchandise,Virement,EMP-002,EMP-009,Validé,FAC-74282
TX-0000992,2024-09-09,FRS-00132,177.087,TND,Transport,Virement,EMP-008,EMP-015,Validé,FAC-69873
TX-0003046,2024-09-09,FRS-00142,1783.012,TND,Prestation de conseil,Chèque,EMP-019,EMP-005,Validé,FAC-15170
TX-0001164,2024-09-09,FRS-00146,560.142,TND,Achat marchandise,Virement,EMP-016,EMP-006,Validé,FAC-49739
TX-0003211,2024-09-09,FRS-00038,261.534,TND,Prestation technique,Virement,EMP-018,EMP-007,Validé,FAC-16000
TX-0002682,2024-09-09,FRS-00077,1044.712,TND,Location matériel,Virement,EMP-020,EMP-005,Validé,FAC-17367
TX-0000607,2024-09-09,FRS-00047,1090.124,TND,Location matériel,Chèque,EMP-008,EMP-016,Validé,FAC-22689
TX-0001503,2024-09-09,FRS-00022,6445.366,TND,Transport,Chèque,EMP-003,EMP-015,Validé,FAC-48185
TX-0001932,2024-09-09,FRS-00080,364.069,TND,Prestation technique,Virement,EMP-018,EMP-021,Validé,FAC-46302
TX-0000514,2024-09-09,FRS-00150,605.088,TND,Prestation de conseil,Virement,EMP-002,EMP-009,Validé,FAC-26912
TX-0000830,2024-09-09,FRS-00083,788.905,TND,Emballage,Virement,EMP-012,EMP-016,Validé,FAC-16880
TX-0002472,2024-09-09,FRS-00027,1439.584,TND,Maintenance,Virement,EMP-025,EMP-021,Validé,FAC-32296
TX-0000881,2024-09-09,FRS-00068,8403.454,TND,Emballage,Virement,EMP-007,EMP-006,Validé,FAC-71344
TX-0001896,2024-09-09,FRS-00116,1738.251,TND,Maintenance,Virement,EMP-016,EMP-024,Validé,FAC-58177
TX-0000350,2024-09-09,FRS-00048,5658.064,TND,Prestation technique,Virement,EMP-014,EMP-009,Validé,FAC-47501
TX-0002907,2024-09-09,FRS-00067,3688.268,TND,Emballage,Virement,EMP-008,EMP-006,Validé,FAC-10611
TX-0000530,2024-09-09,FRS-00012,323.061,TND,Achat marchandise,Virement,EMP-017,EMP-007,Validé,FAC-42847
TX-0001849,2024-09-09,FRS-00098,5422.702,TND,Location matériel,Virement,EMP-024,EMP-007,Rejeté,FAC-27290
TX-0002347,2024-09-09,FRS-00148,791.951,TND,Emballage,Virement,EMP-015,EMP-009,Validé,FAC-28625
TX-0001047,2024-09-09,FRS-00100,6505.453,TND,Achat marchandise,Virement,EMP-012,EMP-021,Validé,FAC-65591
TX-0001223,2024-09-09,FRS-00049,1124.829,TND,Maintenance,Virement,EMP-002,EMP-024,Validé,FAC-70401
TX-0000483,2024-09-09,FRS-00146,1041.54,TND,Prestation de conseil,Chèque,EMP-004,EMP-023,Rejeté,FAC-82616
TX-0002604,2024-09-09,FRS-00008,1131.321,TND,Prestation de conseil,Virement,EMP-025,EMP-004,Validé,FAC-21406
TX-0000760,2024-09-09,FRS-00135,251.49,TND,Transport,Virement,EMP-017,EMP-012,Validé,FAC-83516
TX-0002699,2024-09-09,FRS-00084,677.942,TND,Prestation de conseil,Virement,EMP-024,EMP-024,Validé,FAC-69827
TX-0001322,2024-09-09,FRS-00089,1004.792,TND,Achat marchandise,Virement,EMP-011,EMP-007,Validé,FAC-72324
TX-0001853,2024-09-09,FRS-00049,1417.371,TND,Prestation de conseil,Chèque,EMP-002,EMP-024,Validé,FAC-45916
TX-0001521,2024-09-09,FRS-00120,778.886,TND,Transport,Virement,EMP-017,EMP-004,Validé,FAC-86315
TX-0000541,2024-09-09,FRS-00028,732.213,TND,Maintenance,Virement,EMP-002,EMP-016,Validé,FAC-75873
TX-0002821,2024-09-09,FRS-00022,6522.401,TND,Maintenance,Virement,EMP-022,EMP-024,Validé,FAC-93665
TX-0002794,2024-09-09,FRS-00075,237.364,TND,Transport,Chèque,EMP-010,EMP-024,Validé,FAC-34688
TX-0001252,2024-09-09,FRS-00006,953.75,TND,Maintenance,Chèque,EMP-023,EMP-002,Validé,FAC-90980
TX-0001878,2024-09-09,FRS-00077,896.339,TND,Transport,Virement,EMP-022,EMP-006,Validé,FAC-39647
TX-0000776,2024-09-09,FRS-00141,223.403,TND,Prestation de conseil,Virement,EMP-018,EMP-023,Validé,FAC-44650
TX-0001225,2024-09-09,FRS-00088,3843.198,TND,Maintenance,Virement,EMP-020,EMP-002,Rejeté,FAC-56160
TX-0003047,2024-09-09,FRS-00083,1016.941,TND,Prestation de conseil,Virement,EMP-007,EMP-016,Validé,FAC-48085
TX-0001014,2024-09-09,FRS-00097,2400.539,TND,Location matériel,Virement,EMP-017,EMP-002,Validé,FAC-14159
TX-0002856,2024-09-09,FRS-00085,241.538,TND,Transport,Virement,EMP-010,EMP-004,Validé,FAC-93151
TX-0000367,2024-09-09,FRS-00039,531.467,TND,Maintenance,Virement,EMP-007,EMP-007,Validé,FAC-78062
TX-0000634,2024-09-10,FRS-00069,974.609,TND,Achat marchandise,Virement,EMP-006,EMP-004,Validé,FAC-56254
TX-0000555,2024-09-10,FRS-00110,302.352,TND,Location matériel,Virement,EMP-024,EMP-012,Validé,FAC-20646
TX-0002987,2024-09-10,FRS-00146,793.534,TND,Maintenance,Virement,EMP-010,EMP-002,Validé,FAC-49467
TX-0003239,2024-09-10,FRS-00019,6653.459,TND,Emballage,Virement,EMP-007,EMP-015,Validé,FAC-27647
TX-0002324,2024-09-10,FRS-00108,229.547,TND,Maintenance,Chèque,EMP-013,EMP-021,En attente,FAC-30922
TX-0002893,2024-09-10,FRS-00136,461.945,TND,Prestation de conseil,Virement,EMP-017,EMP-007,Validé,FAC-32099
TX-0001487,2024-09-10,FRS-00104,5510.799,TND,Prestation de conseil,Virement,EMP-023,EMP-018,Validé,FAC-59290
TX-0002309,2024-09-10,FRS-00036,1921.913,TND,Maintenance,Virement,EMP-017,EMP-012,Validé,FAC-60905
TX-0000649,2024-09-10,FRS-00133,1570.966,TND,Transport,Virement,EMP-014,EMP-024,Validé,FAC-44664
TX-0000600,2024-09-10,FRS-00050,1435.261,TND,Achat marchandise,Chèque,EMP-016,EMP-021,Validé,FAC-41685
TX-0000696,2024-09-10,FRS-00110,144.574,TND,Transport,Virement,EMP-023,EMP-021,Validé,FAC-28321
TX-0000671,2024-09-10,FRS-00045,386.466,TND,Maintenance,Virement,EMP-006,EMP-007,Validé,FAC-25572
TX-0001669,2024-09-10,FRS-00076,570.982,TND,Location matériel,Chèque,EMP-008,EMP-012,Validé,FAC-58929
TX-0002883,2024-09-10,FRS-00109,1494.79,TND,Maintenance,Virement,EMP-015,EMP-015,Validé,FAC-53598
TX-0001754,2024-09-10,FRS-00019,6770.161,TND,Maintenance,Virement,EMP-014,EMP-004,Validé,FAC-55957
TX-0001247,2024-09-10,FRS-00074,217.177,TND,Prestation technique,Virement,EMP-004,EMP-016,Rejeté,FAC-38668
TX-0000110,2024-09-10,FRS-00028,1062.463,TND,Location matériel,Virement,EMP-002,EMP-016,Validé,FAC-60667
TX-0000517,2024-09-10,FRS-00148,562.97,TND,Transport,Virement,EMP-022,EMP-012,Validé,FAC-17263
TX-0002830,2024-09-10,FRS-00087,1177.143,TND,Achat marchandise,Virement,EMP-002,EMP-021,Validé,FAC-33741
TX-0077792,2024-09-10,FRS-00126,11570.046,TND,Location matériel,Virement,EMP-008,EMP-007,Validé,FAC-20716
TX-0002253,2024-09-10,FRS-00047,1234.813,TND,Prestation de conseil,Virement,EMP-017,EMP-021,Validé,FAC-22055
TX-0000552,2024-09-10,FRS-00010,520.133,TND,Achat marchandise,Virement,EMP-012,EMP-016,Validé,FAC-83874
TX-0077794,2024-09-10,FRS-00126,7547.892,TND,Emballage,Chèque,EMP-011,EMP-004,Validé,FAC-94276
TX-0077791,2024-09-10,FRS-00126,12134.073,TND,Transport,Virement,EMP-004,EMP-015,Validé,FAC-53686
TX-0077751,2024-09-10,FRS-00091,205.69,TND,Prestation technique,Virement,EMP-005,EMP-024,Rejeté,FAC-30062
TX-0000271,2024-09-10,FRS-00128,1600.558,TND,Location matériel,Virement,EMP-006,EMP-021,Validé,FAC-24530
TX-0002670,2024-09-10,FRS-00041,5274.908,TND,Prestation technique,Virement,EMP-002,EMP-002,Validé,FAC-45313
TX-0000253,2024-09-10,FRS-00024,519.303,TND,Emballage,Chèque,EMP-005,EMP-021,Validé,FAC-38266
TX-0002858,2024-09-10,FRS-00028,966.848,TND,Location matériel,Virement,EMP-002,EMP-016,Validé,FAC-86062
TX-0000935,2024-09-10,FRS-00116,1758.248,TND,Achat marchandise,Virement,EMP-016,EMP-024,Validé,FAC-99925
TX-0000261,2024-09-10,FRS-00018,7045.977,TND,Achat marchandise,Virement,EMP-016,EMP-009,Validé,FAC-41147
TX-0000847,2024-09-10,FRS-00023,2574.118,TND,Emballage,Virement,EMP-023,EMP-015,Validé,FAC-47649
TX-0000267,2024-09-10,FRS-00024,526.358,TND,Prestation technique,Chèque,EMP-004,EMP-023,Validé,FAC-93748
TX-0000829,2024-09-10,FRS-00005,7032.215,TND,Location matériel,Chèque,EMP-016,EMP-021,Validé,FAC-40518
TX-0002162,2024-09-10,FRS-00119,1884.75,TND,Transport,Virement,EMP-016,EMP-006,Validé,FAC-93521
TX-0000201,2024-09-10,FRS-00117,4402.512,TND,Transport,Virement,EMP-025,EMP-007,Validé,FAC-89254
TX-0002449,2024-09-10,FRS-00125,593.667,TND,Location matériel,Virement,EMP-021,EMP-012,Validé,FAC-31802
TX-0000827,2024-09-10,FRS-00030,272.289,TND,Transport,Chèque,EMP-010,EMP-007,Validé,FAC-39579
TX-0000207,2024-09-10,FRS-00100,10455.111,TND,Transport,Chèque,EMP-014,EMP-012,Validé,FAC-58655
TX-0000264,2024-09-10,FRS-00058,333.401,TND,Transport,Virement,EMP-025,EMP-021,Validé,FAC-16258
TX-0001298,2024-09-10,FRS-00115,2704.41,TND,Prestation technique,Virement,EMP-020,EMP-012,En attente,FAC-95182
